,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
24317,F9,266,DEN,SNA,,,140.0,1
24318,FL,430,ATL,MKE,4.0,,,1
24319,YV,2651,DSM,PHX,,470.0,,0
24320,AA,2404,LAX,DFW,4.0,,,0
24321,9E,4028,RDU,DTW,3.0,,,0
24322,WN,3429,OAK,SAN,,,,1
24323,OO,4727,SAT,SLC,,,,0
24324,WN,1180,ONT,PHX,,,,0
24325,AS,51,ANC,FAI,2.0,,58.0,0
24326,DL,1650,ATL,BUF,2.0,535.0,,1
24327,XE,2107,DTW,EWR,2.0,,109.0,1
24328,OO,7796,SLC,SUN,,1305.0,70.0,0
24329,DL,1450,LAS,MSP,,,,0
24330,UA,708,SFO,PHX,,,120.0,1
24331,WN,1771,MDW,CLE,5.0,680.0,70.0,1
24332,AA,721,DFW,ELP,7.0,,105.0,0
24333,OO,6759,LIT,ORD,,,,0
24334,OO,6464,RDM,SFO,4.0,,101.0,1
24335,9E,4245,MDW,DTW,,840.0,,1
24336,WN,1129,LBB,DAL,5.0,495.0,,0
24337,EV,7307,BOS,DTW,3.0,,,0
24338,MQ,3676,MIA,CMH,2.0,,160.0,0
24339,MQ,3272,PIA,DFW,,,135.0,0
24340,WN,2281,BUR,SJC,,,65.0,1
24341,OO,6631,MKE,ORD,,,50.0,1
24342,DL,2521,LGA,RSW,6.0,,,0
24343,WN,1590,MCI,BWI,,,140.0,0
24344,CO,683,BOS,IAH,4.0,435.0,,1
24345,AA,589,DFW,OKC,,,55.0,0
24346,WN,147,MCO,BWI,7.0,1170.0,125.0,1
24347,B6,152,RSW,JFK,,953.0,,0
24348,DL,2755,CVG,TPA,6.0,675.0,,1
24349,AA,329,LGA,ORD,7.0,765.0,155.0,0
24350,UA,201,BOS,IAD,5.0,360.0,103.0,0
24351,OO,6946,LAX,CLD,4.0,,,1
24352,OH,6305,LGA,CMH,,,,1
24353,AA,22,LAX,JFK,,,,0
24354,HA,173,HNL,LIH,5.0,,,1
24355,AA,657,DFW,ABQ,4.0,,110.0,1
24356,AA,2033,DFW,SEA,1.0,,,0
24357,EV,5501,VLD,ATL,1.0,345.0,62.0,0
24358,DL,2196,MSP,LGA,1.0,915.0,,0
24359,WN,1793,DAL,TUL,6.0,,,0
24360,OO,6336,SFO,RNO,5.0,544.0,58.0,0
24361,DL,2001,ATL,JAX,4.0,1044.0,70.0,0
24362,OH,6434,BDL,CVG,1.0,,,0
24363,OO,7768,SGU,SLC,,360.0,,0
24364,US,1729,CLT,MCO,,688.0,,0
24365,US,1800,PBI,CLT,1.0,390.0,,0
24366,B6,582,FLL,HPN,5.0,505.0,165.0,0
24367,DL,2804,MSY,LAX,4.0,1130.0,265.0,0
24368,UA,393,ORD,PHX,1.0,,239.0,0
24369,WN,3761,MDW,CMH,4.0,,70.0,0
24370,OO,6250,PDX,RDM,4.0,,,1
24371,DL,2098,ATL,CMH,,,98.0,1
24372,XE,5898,CLE,IAD,,868.0,80.0,0
24373,EV,7324,ATL,TRI,7.0,,,1
24374,AS,562,PDX,LAX,4.0,590.0,,0
24375,XE,2994,DFW,IAH,,,,0
24376,AS,152,OTZ,ANC,,895.0,,0
24377,WN,3405,LAS,ONT,4.0,860.0,,1
24378,WN,2710,RDU,STL,4.0,,,1
24379,WN,3106,MSY,BWI,,,,1
24380,DL,1865,DAY,ATL,4.0,,,0
24381,EV,4976,ATL,FAY,7.0,885.0,77.0,0
24382,WN,492,SAN,SMF,4.0,740.0,,1
24383,WN,580,SDF,STL,3.0,590.0,70.0,0
24384,EV,4986,MEM,CLT,,1195.0,,1
24385,DL,2225,BWI,ATL,,,123.0,0
24386,B6,346,SRQ,JFK,6.0,705.0,,0
24387,OO,7011,SMX,LAX,,361.0,,0
24388,AA,1602,DFW,ICT,,,,0
24389,YV,2990,ABQ,PHX,5.0,,,1
24390,AS,152,ANC,OME,7.0,660.0,95.0,1
24391,WN,2217,STL,PHL,,680.0,135.0,1
24392,AA,2337,EWR,ORD,4.0,770.0,155.0,0
24393,DL,1184,ATL,SLC,,646.0,,0
24394,MQ,2820,ACT,DFW,,,,0
24395,OO,6327,LAX,SAN,5.0,,48.0,1
24396,F9,609,IND,DEN,,1195.0,165.0,0
24397,WN,2039,PHX,SNA,5.0,,,0
24398,AS,632,SEA,PHX,,450.0,,1
24399,CO,172,HNL,LAX,5.0,,335.0,1
24400,MQ,4108,ORD,JAX,,480.0,145.0,1
24401,CO,1692,EWR,MCO,7.0,1225.0,,1
24402,B6,698,FLL,DCA,,684.0,136.0,1
24403,OO,6256,ORD,CLE,3.0,,,0
24404,DL,1304,STL,MSP,,460.0,98.0,1
24405,WN,2970,TPA,FLL,,625.0,,1
24406,OO,4575,OKC,SLC,,390.0,,0
24407,YV,2708,LAS,LAX,1.0,1090.0,70.0,0
24408,EV,5038,DCA,CVG,,,108.0,1
24409,AA,1856,MIA,IAD,,665.0,,0
24410,WN,247,DTW,MDW,3.0,,70.0,1
24411,CO,87,CLE,EWR,7.0,445.0,89.0,0
24412,US,623,STL,PHX,,880.0,,0
24413,AA,1985,PHL,SJU,5.0,,230.0,0
24414,UA,457,IAD,ATL,,,,0
24415,AA,1637,ORD,TUS,,565.0,,1
24416,DL,1402,TPA,MEM,6.0,420.0,119.0,0
24417,OH,6563,DTW,BUF,,,,0
24418,AA,2287,DFW,EGE,2.0,730.0,140.0,0
24419,DL,2646,ATL,RSW,,810.0,99.0,0
24420,OH,6774,BDL,DCA,,735.0,,1
24421,MQ,3265,HOU,DFW,,360.0,,0
24422,YV,7248,ORD,CLT,1.0,,,0
24423,UA,406,BIL,DEN,1.0,,92.0,0
24424,MQ,3758,AUS,ORD,,705.0,,1
24425,AA,2431,LAX,LAS,2.0,,70.0,0
24426,FL,298,HOU,ATL,5.0,,112.0,1
24427,WN,2658,RDU,BWI,,,,0
24428,UA,45,LAX,OGG,5.0,,344.0,0
24429,OO,7011,LAX,PDX,,506.0,141.0,0
24430,FL,102,DFW,ATL,2.0,,118.0,1
24431,WN,2464,LAS,SFO,,,95.0,1
24432,DL,2527,ATL,FLL,,,114.0,1
24433,WN,392,LGA,MDW,,,135.0,0
24434,AA,1154,DFW,ICT,,765.0,,0
24435,XE,2946,JAX,EWR,,375.0,,0
24436,9E,4295,JFK,LWB,3.0,,,1
24437,US,817,ORD,PHL,3.0,450.0,120.0,0
24438,MQ,4063,GRB,ORD,5.0,,60.0,0
24439,DL,1277,ATL,CHS,3.0,1300.0,71.0,1
24440,F9,557,DEN,SAN,,510.0,142.0,0
24441,US,369,PHX,SMF,,1060.0,,0
24442,OO,6843,COS,DEN,,,50.0,1
24443,F9,572,SLC,DEN,7.0,,82.0,1
24444,WN,19,DAL,HOU,,,65.0,1
24445,DL,2371,MSP,SMF,,1300.0,,1
24446,EV,5292,MSN,DCA,3.0,,,0
24447,B6,705,JFK,SJU,4.0,,,1
24448,AA,826,SLC,DFW,,,170.0,0
24449,FL,85,FLL,ATL,4.0,1016.0,116.0,0
24450,AA,1091,STL,DFW,,,,0
24451,MQ,4486,JFK,BOS,,1200.0,,1
24452,WN,118,PHX,MHT,,,285.0,1
24453,WN,1592,ECP,BNA,7.0,,95.0,0
24454,WN,1294,LAX,PHX,,,,1
24455,DL,1188,ATL,BDL,,1295.0,137.0,1
24456,FL,912,MKE,BWI,1.0,360.0,,0
24457,MQ,3061,LAX,SAN,,945.0,,0
24458,AA,1467,MSY,DFW,,400.0,100.0,0
24459,MQ,2783,DFW,FSM,,,,0
24460,MQ,4174,BUF,ORD,3.0,390.0,,0
24461,AA,1196,LAX,ORD,,,,0
24462,CO,776,IAH,PHL,4.0,,,1
24463,OO,4441,SLC,FCA,7.0,602.0,,0
24464,OH,6458,RDU,BOS,,,,0
24465,WN,3088,ABQ,SEA,6.0,665.0,195.0,1
24466,CO,722,MSY,IAH,,,,0
24467,OO,6668,DEN,FAR,5.0,,,0
24468,OO,6271,ORD,FWA,7.0,396.0,,0
24469,DL,2014,LAX,CVG,,,248.0,0
24470,UA,723,DEN,SJC,6.0,1154.0,,1
24471,DL,150,ATL,IAD,,,,0
24472,DL,1266,ATL,MEM,4.0,,,0
24473,B6,1080,CLT,JFK,4.0,360.0,108.0,0
24474,WN,1511,LAS,SMF,,840.0,,1
24475,DL,1831,PDX,SLC,7.0,360.0,107.0,0
24476,MQ,4117,TRI,ORD,,,,0
24477,WN,2295,BWI,MKE,,615.0,125.0,0
24478,FL,430,ATL,MKE,2.0,1075.0,126.0,1
24479,OO,6466,IYK,LAX,2.0,,53.0,0
24480,MQ,3358,XNA,DFW,,480.0,75.0,0
24481,WN,748,OKC,HOU,,,,1
24482,DL,1280,ATL,JFK,4.0,585.0,,0
24483,YV,2734,AUS,PHX,,,,0
24484,XE,2268,IAH,PBI,7.0,,,1
24485,FL,642,MKE,DEN,,733.0,,0
24486,AA,1466,DFW,BOS,6.0,380.0,,0
24487,F9,38,SEA,DEN,,375.0,154.0,0
24488,B6,62,JFK,SYR,,,78.0,0
24489,B6,1222,RDU,BOS,,,100.0,0
24490,OO,7805,SGU,SLC,7.0,1280.0,,1
24491,WN,256,PHX,MCO,2.0,630.0,245.0,1
24492,US,333,TUS,PHX,3.0,770.0,,1
24493,AS,225,SFO,PDX,,,,1
24494,WN,444,HOU,ELP,,600.0,120.0,0
24495,WN,2445,SJC,BUR,,1130.0,60.0,0
24496,AA,2243,PIT,DFW,,,,0
24497,WN,3484,BUR,LAS,,850.0,60.0,1
24498,OO,6480,IPL,YUM,,,,0
24499,CO,1495,IAH,LAX,4.0,,,1
24500,EV,5163,ATL,EYW,,1135.0,,0
24501,9E,4006,MEM,CVG,,,,0
24502,DL,2100,ATL,BOS,,,150.0,1
24503,AS,9,MCO,SEA,,500.0,,0
24504,CO,1705,IAH,MFE,,,,1
24505,YV,2725,PHX,PSP,5.0,,67.0,0
24506,MQ,2700,ROW,DFW,4.0,855.0,,0
24507,OO,6724,DEN,AUS,,,124.0,0
24508,YV,2762,PHX,SAT,4.0,,141.0,0
24509,WN,705,OMA,STL,,1030.0,70.0,1
24510,XE,2089,EWR,DCA,5.0,530.0,79.0,0
24511,AA,2454,DFW,SAT,,1355.0,,1
24512,UA,203,BOS,ORD,,360.0,169.0,1
24513,B6,742,SJU,MCO,5.0,361.0,184.0,0
24514,WN,607,BWI,BUF,1.0,715.0,,1
24515,WN,1252,DEN,SMF,,,,1
24516,OO,4550,OMA,SLC,7.0,1064.0,,0
24517,B6,1219,BOS,BUF,3.0,1230.0,,1
24518,CO,1046,IAH,ORD,3.0,,,1
24519,OO,4703,SLC,LAX,,,114.0,1
24520,EV,5405,ATL,DSM,4.0,,135.0,1
24521,DL,2083,SLC,LAS,6.0,1200.0,,0
24522,XE,2922,IAH,STL,,,,1
24523,FL,421,PNS,ATL,3.0,1088.0,,1
24524,WN,1540,LAS,PHX,7.0,,65.0,1
24525,US,1798,LAS,PHL,6.0,1355.0,267.0,0
24526,MQ,2986,DFW,AGS,4.0,765.0,,1
24527,OO,6307,DEN,DTW,,1063.0,162.0,0
24528,CO,1701,EWR,FLL,4.0,,180.0,0
24529,DL,2306,ATL,GRR,6.0,575.0,120.0,0
24530,DL,2856,SAN,JFK,,,,0
24531,US,1937,BOS,PHL,3.0,435.0,101.0,0
24532,OO,6758,AUS,DEN,7.0,,,0
24533,UA,401,LAX,ORD,,,,0
24534,DL,2155,ATL,LAX,,,,0
24535,WN,1381,MCI,DAL,2.0,945.0,,0
24536,DL,1237,ATL,STL,1.0,1048.0,,1
24537,DL,2499,MSP,PHX,,,208.0,0
24538,DL,2247,LGA,ATL,,,160.0,0
24539,OO,4453,SLC,PDX,1.0,1010.0,,1
24540,UA,671,PHX,SFO,5.0,,,0
24541,DL,2665,DCA,MCO,,,,1
24542,AA,1982,STL,ORD,2.0,1115.0,,1
24543,US,1788,MSY,CLT,1.0,775.0,106.0,1
24544,WN,23,ELP,DAL,2.0,,90.0,0
24545,OO,6696,DEN,MTJ,,,55.0,0
24546,WN,3664,HOU,BWI,,,170.0,0
24547,DL,1029,MSP,TPA,,425.0,,0
24548,DL,2580,SFO,ATL,4.0,520.0,,0
24549,AA,1331,DFW,SAT,1.0,525.0,,1
24550,WN,551,MDW,RSW,,645.0,,0
24551,EV,5030,AGS,ATL,3.0,990.0,,1
24552,DL,2102,LAS,ATL,,,224.0,0
24553,9E,3931,MBS,MSP,2.0,435.0,105.0,0
24554,YV,7273,ROC,ORD,,,,1
24555,CO,1097,IAH,LAS,7.0,,,0
24556,B6,1114,MCO,RIC,5.0,895.0,,0
24557,US,632,PHX,PIT,,605.0,,0
24558,FL,62,ATL,IAD,4.0,,102.0,0
24559,MQ,4362,DTW,ORD,3.0,,,1
24560,US,496,PHX,DEN,4.0,,102.0,0
24561,DL,1886,ATL,LGA,4.0,,,0
24562,MQ,4631,LGA,RDU,,,,0
24563,US,585,MCI,PHX,,,171.0,0
24564,B6,922,ORD,BOS,,,132.0,0
24565,WN,1097,ABQ,PHX,,1010.0,80.0,1
24566,DL,428,SJU,ATL,,980.0,248.0,0
24567,FL,810,BOS,BWI,,990.0,,1
24568,MQ,4332,ORD,SYR,,925.0,110.0,0
24569,AA,1794,DFW,AUS,,,60.0,0
24570,CO,840,FLL,EWR,3.0,1125.0,175.0,1
24571,AA,574,DFW,JAX,,1100.0,,1
24572,OO,6845,SFO,SBA,6.0,,82.0,0
24573,US,1649,DCA,TPA,4.0,,,0
24574,DL,2037,DTW,MCI,,,,1
24575,OO,4592,GTF,SLC,7.0,,85.0,1
24576,UA,247,LAS,DEN,,,118.0,1
24577,US,714,DFW,PHL,5.0,785.0,,0
24578,HA,39,PDX,OGG,7.0,525.0,355.0,0
24579,WN,1385,LAS,MDW,3.0,865.0,220.0,1
24580,DL,1784,ATL,IAD,,980.0,104.0,1
24581,DL,1430,MKE,DTW,3.0,840.0,,0
24582,XE,2875,DAY,IAH,7.0,,172.0,1
24583,AA,716,ORD,MCO,,420.0,155.0,0
24584,WN,1570,LAS,LAX,6.0,,,1
24585,WN,1105,ALB,LAS,2.0,,355.0,1
24586,WN,478,LAS,PHX,,360.0,70.0,0
24587,UA,246,ORD,BUF,3.0,1183.0,97.0,0
24588,WN,1214,MCO,CMH,6.0,,,1
24589,MQ,2747,DFW,GSP,2.0,,130.0,1
24590,MQ,3956,CID,ORD,,515.0,,0
24591,WN,613,SAN,SAT,3.0,,155.0,1
24592,WN,2720,MCO,BWI,,845.0,125.0,1
24593,WN,3427,SNA,SFO,3.0,,85.0,1
24594,OO,6998,DEN,DRO,,,61.0,1
24595,XE,2772,ELP,IAH,,,122.0,0
24596,OO,6330,ONT,SFO,,360.0,85.0,0
24597,OO,6595,SLC,DEN,4.0,520.0,100.0,0
24598,XE,3064,CHS,EWR,1.0,,118.0,0
24599,AA,267,LAX,HNL,,1145.0,365.0,0
24600,B6,715,JFK,SJU,,,229.0,1
24601,WN,513,GEG,PDX,,,,1
24602,DL,2232,ORD,MSP,,,,0
24603,AA,2546,MCO,JFK,3.0,,150.0,0
24604,DL,629,DCA,DTW,7.0,760.0,,0
24605,US,491,DEN,PHX,3.0,1100.0,,0
24606,OO,4537,PHX,SLC,,740.0,,0
24607,WN,403,MCI,IND,1.0,,,1
24608,CO,1869,SFO,IAH,,,,1
24609,DL,332,PBI,ATL,7.0,660.0,114.0,0
24610,AS,52,BRW,FAI,,,80.0,1
24611,WN,1131,LAS,BUR,5.0,,,0
24612,OO,6373,LAX,SBA,6.0,628.0,,1
24613,WN,2610,SJC,SAN,2.0,,,0
24614,B6,250,LGB,OAK,,1090.0,,0
24615,MQ,2901,DFW,LBB,3.0,1110.0,70.0,1
24616,OH,6634,GRR,LGA,5.0,,119.0,0
24617,DL,2615,ATL,PHX,5.0,,257.0,1
24618,EV,5071,ATL,HSV,,475.0,,0
24619,B6,685,BOS,DCA,,799.0,101.0,0
24620,CO,448,EWR,SFO,,,,1
24621,OH,6465,GSO,DTW,7.0,1018.0,112.0,1
24622,MQ,4214,MCI,ORD,6.0,,,1
24623,MQ,3900,ORD,BDL,3.0,725.0,125.0,0
24624,US,1856,MCO,CLT,6.0,,96.0,0
24625,US,1585,PHL,MCO,,690.0,,1
24626,DL,1871,BOI,SLC,,,70.0,0
24627,OO,6864,SFO,BUR,3.0,,68.0,1
24628,9E,4338,JAN,MEM,6.0,,66.0,0
24629,AA,1920,LAX,SFO,4.0,,80.0,0
24630,UA,5,DEN,BWI,,1078.0,198.0,0
24631,AA,1940,ORD,MIA,,1180.0,,0
24632,OH,6520,LGA,BHM,7.0,,,0
24633,WN,48,DAL,LIT,,1160.0,,0
24634,OO,6480,IPL,YUM,3.0,346.0,,0
24635,DL,1789,ATL,MCI,,1315.0,,0
24636,CO,327,SAN,EWR,3.0,1290.0,,1
24637,DL,2765,RDU,DTW,4.0,,,1
24638,UA,915,IAD,SFO,1.0,,362.0,1
24639,WN,1008,STL,SEA,2.0,570.0,,0
24640,FL,917,BWI,MKE,4.0,,,0
24641,FL,95,ATL,RDU,7.0,535.0,75.0,0
24642,XE,2219,CLE,TYS,2.0,,,0
24643,DL,1878,SAV,ATL,,453.0,80.0,0
24644,WN,593,OAK,DEN,,780.0,,1
24645,EV,4964,ATL,LEX,,,,0
24646,MQ,4057,SYR,ORD,7.0,,135.0,0
24647,CO,1853,CLE,RSW,7.0,,,0
24648,B6,462,RSW,BOS,,,,1
24649,CO,1578,SAT,IAH,7.0,,59.0,0
24650,OO,6875,DEN,MSN,4.0,935.0,,1
24651,EV,5504,MGM,ATL,,,,0
24652,MQ,4469,DCA,BNA,,,120.0,0
24653,CO,1831,PBI,IAH,,,167.0,0
24654,CO,1884,EWR,STT,5.0,,238.0,0
24655,WN,1274,AUS,SAN,,,,0
24656,WN,1592,FLL,MCO,,,60.0,0
24657,F9,505,DEN,SEA,4.0,735.0,,1
24658,WN,2445,SJC,BUR,,1130.0,60.0,1
24659,WN,1383,SLC,DEN,2.0,,85.0,1
24660,FL,361,LGA,ATL,3.0,630.0,,0
24661,B6,107,BUF,JFK,,350.0,83.0,0
24662,EV,7399,IND,ATL,6.0,865.0,,0
24663,FL,483,BWI,MCO,4.0,,141.0,0
24664,EV,5066,ATL,GSP,3.0,755.0,,0
24665,OO,7028,DEN,SAT,,630.0,128.0,1
24666,FL,563,BMI,ATL,,,,1
24667,EV,4952,ELP,ATL,5.0,,176.0,1
24668,AS,62,FAI,ANC,,,,1
24669,WN,1357,ONT,LAS,5.0,475.0,,0
24670,F9,659,DEN,SFO,7.0,,,0
24671,YV,7265,PIT,ORD,2.0,,93.0,0
24672,US,2046,DCA,BOS,,1170.0,86.0,1
24673,UA,143,TPA,ORD,6.0,372.0,,0
24674,9E,3848,DTW,BHM,3.0,,126.0,1
24675,9E,4187,MEM,DAL,2.0,,94.0,1
24676,OO,4518,SLC,DEN,,765.0,85.0,1
24677,AA,484,DFW,MIA,,,165.0,0
24678,DL,2136,DTW,RSW,4.0,,189.0,1
24679,WN,1715,SLC,BOI,,,70.0,0
24680,XE,2776,CVG,IAH,4.0,,,0
24681,OO,6719,DEN,MSO,,846.0,125.0,1
24682,WN,2552,LAS,HOU,,490.0,170.0,0
24683,EV,5307,ATL,HOU,,,136.0,0
24684,WN,2794,DEN,PHX,5.0,,,1
24685,WN,2209,SEA,SMF,4.0,,,1
24686,AA,1999,EWR,MIA,3.0,,,0
24687,OO,6570,HSV,DEN,7.0,,,0
24688,WN,380,HOU,TUL,,,80.0,1
24689,9E,3973,BDL,RDU,,1170.0,,0
24690,9E,4055,DSM,MSP,,,76.0,0
24691,MQ,3297,DFW,TYS,,605.0,115.0,0
24692,XE,3050,IAH,JAX,1.0,1185.0,119.0,0
24693,OO,7034,MCI,SFO,4.0,497.0,238.0,0
24694,WN,1949,TPA,BHM,,480.0,85.0,1
24695,OO,6877,SGF,DEN,,1161.0,,0
24696,B6,462,RSW,BOS,,,179.0,0
24697,OO,6844,DEN,HDN,,,,0
24698,UA,224,IAD,BDL,5.0,531.0,83.0,0
24699,OO,6477,SMF,LAX,6.0,882.0,83.0,0
24700,DL,413,LGA,ATL,,,,0
24701,WN,1118,HOU,ELP,7.0,,120.0,1
24702,WN,177,SEA,GEG,6.0,540.0,60.0,0
24703,OH,6651,LGA,BNA,,,,0
24704,B6,1249,BOS,IAD,7.0,,,1
24705,EV,7101,IAD,BTV,,737.0,,0
24706,OO,4800,SLC,LAX,,400.0,,1
24707,AA,1412,MIA,JFK,4.0,1260.0,,1
24708,DL,2330,MSP,MEM,1.0,,,1
24709,WN,2200,BOS,PHL,4.0,610.0,100.0,0
24710,YV,7306,SYR,IAD,6.0,618.0,,0
24711,HA,118,HNL,KOA,5.0,,,0
24712,US,1550,PHX,CLT,,,,0
24713,WN,2304,SAN,STL,,,210.0,1
24714,WN,1957,BOS,BWI,6.0,,,0
24715,FL,1043,CMH,FLL,,,,0
24716,EV,5096,ATL,AGS,3.0,,53.0,1
24717,OO,6495,COS,LAX,2.0,,,0
24718,CO,391,MIA,IAH,,,,1
24719,MQ,3656,PIT,MIA,4.0,,,0
24720,AA,1705,DFW,MSP,,785.0,,0
24721,AA,2001,JAX,DFW,2.0,,175.0,0
24722,XE,2518,EWR,OMA,4.0,,,0
24723,MQ,3297,DFW,TYS,2.0,605.0,,0
24724,9E,3922,DTW,PVD,,945.0,,0
24725,MQ,3357,MOB,DFW,1.0,,115.0,0
24726,EV,5037,STL,ATL,6.0,,100.0,0
24727,DL,2016,DEN,ATL,,950.0,,1
24728,CO,1790,IAH,MIA,,845.0,143.0,0
24729,XE,2080,ABQ,IAH,,,,1
24730,US,1774,CLT,DTW,6.0,,,0
24731,US,1750,LAS,PHL,,,276.0,1
24732,CO,1555,PBI,EWR,,,173.0,0
24733,AA,1587,MEM,DFW,,,,0
24734,DL,1135,RDU,ATL,,1185.0,,1
24735,9E,4328,MSP,IND,,,,0
24736,OO,7760,SLC,EKO,,680.0,,1
24737,9E,4045,HPN,ATL,,,158.0,0
24738,MQ,4663,ATL,LGA,,,125.0,0
24739,UA,739,MCO,DEN,3.0,430.0,256.0,0
24740,OH,6302,CVG,BOS,1.0,450.0,,1
24741,WN,28,MDW,CLE,,1095.0,,1
24742,AA,1692,SJU,JFK,,1275.0,,0
24743,MQ,3383,DFW,GPT,6.0,,90.0,1
24744,WN,240,MCO,ISP,2.0,,145.0,0
24745,WN,1175,RNO,PHX,,,100.0,1
24746,OH,6354,CVG,EVV,7.0,810.0,,0
24747,WN,1072,SEA,ABQ,3.0,,,0
24748,XE,2208,MCI,EWR,1.0,,,0
24749,WN,23,AMA,DAL,,630.0,65.0,1
24750,DL,1976,MCO,LGA,1.0,,157.0,0
24751,WN,380,HOU,TUL,,,,0
24752,WN,523,TUL,LAS,7.0,855.0,185.0,0
24753,YV,7293,ORD,ORF,5.0,,121.0,1
24754,FL,1135,TPA,ROC,,1183.0,157.0,0
24755,B6,407,BOS,PHX,,,,0
24756,MQ,4403,JFK,RDU,,895.0,,0
24757,FL,308,DEN,ATL,,1012.0,163.0,1
24758,AA,1482,SJU,MIA,1.0,,160.0,0
24759,WN,570,LAS,CMH,4.0,1045.0,,1
24760,B6,345,JFK,SRQ,,,183.0,0
24761,HA,546,HNL,OGG,,1008.0,,0
24762,WN,19,LBB,DAL,,570.0,65.0,0
24763,9E,4219,ROA,DTW,5.0,,,0
24764,WN,3662,DEN,LAX,4.0,,,1
24765,EV,7311,MLU,MEM,3.0,,,0
24766,OO,6263,BOI,SFO,,330.0,,0
24767,WN,2370,BNA,LAX,,1055.0,,1
24768,DL,2728,RNO,SLC,,,89.0,1
24769,WN,2892,MDW,PHL,,420.0,125.0,1
24770,XE,2841,DAY,CLE,,,57.0,0
24771,UA,203,ORD,MSP,,,,0
24772,FL,472,ATL,BWI,,,,0
24773,AA,1508,SNA,DFW,1.0,,,0
24774,B6,1330,BWI,BOS,,1195.0,78.0,1
24775,AA,1096,SAN,ORD,4.0,,250.0,0
24776,XE,2800,IAH,XNA,4.0,1197.0,94.0,0
24777,CO,1695,IAH,LAX,3.0,780.0,222.0,1
24778,WN,796,LAS,MDW,,,,1
24779,CO,233,LGA,IAH,,1139.0,242.0,1
24780,US,2164,DCA,LGA,,540.0,,0
24781,CO,514,IAH,PIT,,,155.0,0
24782,AA,1663,MIA,LAS,7.0,,335.0,1
24783,B6,1276,MCO,BOS,1.0,,162.0,1
24784,WN,1839,IAD,MDW,,395.0,120.0,1
24785,OO,6709,ABQ,DEN,7.0,,76.0,0
24786,OO,6345,PDX,LAX,2.0,,,0
24787,US,1007,CLT,PIT,7.0,1199.0,81.0,0
24788,AA,1534,DEN,DFW,3.0,515.0,,0
24789,DL,1096,RSW,ATL,,,,1
24790,WN,1256,FLL,MDW,,680.0,,1
24791,OH,6550,DCA,JFK,,,,1
24792,B6,184,SAN,JFK,,,319.0,0
24793,EV,4952,ATL,SAV,1.0,660.0,,1
24794,WN,2420,PBI,BWI,,,,1
24795,WN,1505,HOU,LAS,6.0,,210.0,1
24796,US,569,LAX,PHX,5.0,,,1
24797,WN,410,CMH,MDW,1.0,,70.0,1
24798,WN,19,DAL,HOU,4.0,,65.0,1
24799,US,417,PHX,SFO,3.0,1425.0,,1
24800,UA,259,MCO,DEN,3.0,,,0
24801,AA,2574,MIA,ATL,,1180.0,125.0,1
24802,B6,28,TPA,JFK,5.0,,,1
24803,EV,5218,ATL,TUL,6.0,,133.0,0
24804,OO,6237,LAS,FAT,,,,1
24805,DL,1765,JFK,SFO,7.0,,,0
24806,DL,68,MIA,ATL,,,,1
24807,US,1168,CLT,PIT,,,,0
24808,WN,1100,SDF,MDW,,,75.0,1
24809,WN,1506,MDW,MHT,,780.0,,1
24810,MQ,4590,MSP,LGA,,,164.0,0
24811,XE,3124,ORD,EWR,7.0,,,0
24812,EV,5371,TLH,ATL,,699.0,,1
24813,FL,933,JAX,ATL,,,,0
24814,DL,2208,ATL,IAD,,730.0,105.0,1
24815,CO,768,EWR,LAS,,,342.0,0
24816,UA,468,SFO,SAN,,540.0,,0
24817,WN,2271,PHX,SMF,5.0,,125.0,1
24818,EV,5010,CVG,PIT,,940.0,,1
24819,F9,217,AUS,DEN,,880.0,130.0,1
24820,DL,2301,BOS,ATL,,1110.0,,1
24821,OO,4695,ORD,SLC,5.0,,,1
24822,AS,151,OTZ,OME,5.0,516.0,,1
24823,AA,607,ORD,LAX,,,,1
24824,OO,3116,MKE,CAK,,,77.0,0
24825,US,801,CLT,MCO,1.0,,,1
24826,AS,691,GEG,SEA,,,65.0,0
24827,MQ,3066,SAN,LAX,,,,0
24828,AA,2549,JFK,MCO,,1169.0,185.0,0
24829,OO,6251,ORD,ORF,,,,1
24830,UA,22,ORD,SFO,,,291.0,0
24831,FL,895,LGA,IND,2.0,604.0,137.0,0
24832,WN,729,RNO,OAK,5.0,545.0,,1
24833,OH,6314,LGA,IND,,935.0,149.0,0
24834,WN,3074,MDW,RDU,,660.0,110.0,1
24835,XE,5912,AVP,ORD,,361.0,144.0,0
24836,WN,1983,SAN,PHX,6.0,,,1
24837,UA,910,DEN,ORD,,,143.0,1
24838,AA,1810,AUS,DFW,2.0,395.0,65.0,1
24839,HA,544,HNL,OGG,,966.0,,1
24840,DL,2490,PDX,MSP,1.0,,196.0,1
24841,XE,2628,SAV,IAH,3.0,500.0,162.0,0
24842,CO,1420,IAH,ATL,5.0,,,0
24843,OO,6449,ORD,SLC,1.0,,,1
24844,UA,416,SLC,DEN,,,85.0,0
24845,AA,1701,AUS,DFW,6.0,,65.0,1
24846,B6,71,JFK,TPA,1.0,,180.0,0
24847,WN,686,BWI,TPA,,,150.0,1
24848,OO,6918,MTJ,DEN,,,51.0,0
24849,WN,1980,LAX,SJC,1.0,930.0,65.0,0
